gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,avg_monthly_spend,charges_to_avg_ratio,log_monthly_charges,log_total_charges,tenure_group_encoded,num_add_on_services,has_protective_services,has_streaming,is_month_to_month,is_electronic_check,is_auto_payment,senior_alone,early_tenure,high_risk_combo,contract_encoded,internet_dsl,internet_fiber_optic,internet_no,payment_bank_transfer_automatic,payment_credit_card_automatic,payment_electronic_check,payment_mailed_check
1,0,0,1,-1.2861451872261143,1,0,0,0,0,0,0,0,1,-1.5212704521160125,-1.0031887890550197,-1.515236937597936,-0.05099228284775876,-1.7969858633468567,-2.5619547156927065,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0,0,0,-1.0823981956483424,1,1,1,0,0,0,0,0,1,0.4667076531178991,-0.8206701300884257,0.2455414280276646,1.7535261164300344,0.5782617425392844,-0.5708681976948875,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,0,0,-0.8379018057550162,1,1,1,0,0,0,0,0,1,0.4916196594491511,-0.5716132458207426,0.6100495707393846,-0.9088863642113917,0.5943481149696755,-0.030461616211859596,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,1,0,1.158818711707148,1,1,0,0,1,1,1,1,1,1.3735046835754727,1.9554988824160988,1.5114887575278866,-0.8213302924628769,1.0844460272489438,1.2064690695968907,3,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.4253295420271693,1,0,0,0,0,0,0,0,1,-1.5063232483172613,-0.6691572293450275,-1.5509016156713729,1.6099578048619998,-1.7589798081456935,-0.19277879618086652,2,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0
0,1,0,0,-0.1044126360750375,0,0,0,0,1,0,1,0,1,-0.820412673996789,-0.4961314743844014,-0.8568613376228642,0.5544793389495218,-0.5633128189874281,0.07209860940469082,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
1,0,0,0,-0.43040782259947247,1,0,0,1,0,1,0,0,1,-0.32715494863799877,-0.4872977998232925,-0.3562153442237634,0.2833831840438363,-0.033459878610663546,0.0831061846030768,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,0,1,1,0.7920741268671586,1,1,0,0,0,0,0,0,0,-1.3933888196155855,-0.46002767512096376,-1.3519018272160581,-0.9378177197580378,-1.496058481230837,0.11595417880631291,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,1,1,-0.29061733935216244,-0.9869058217670055,-0.28936462103492017,-0.05099228284775876,6.446543686509152e-06,-1.886496768154223,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0
0,0,0,0,0.9958211184449305,1,1,0,1,0,1,0,1,0,0.9865381852300249,1.3919016556914172,1.0240720769725782,-0.3069263820767675,0.8862865093872903,1.069904265271926,3,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,1.607062093178246,0,0,0,1,1,0,1,1,1,-0.35871015665758454,0.7188283924905056,-0.3410859920160147,-0.22635650519149952,-0.06289451635557089,0.8569193934712575,3,4,1,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0
0,0,0,0,0.3845801437116149,1,0,0,1,1,1,1,1,1,1.288803862049216,0.8902500224686418,1.2586330025408952,0.09513657140621937,1.0429761419336194,0.9181494159173368,2,5,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,1,-0.715653610808353,1,0,0,0,0,0,0,0,0,-1.501340847051011,-0.8916691412997265,-1.5484341996119235,1.684809001453689,-1.7464949562814687,-0.8714292485165852,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,1.2810669066538112,1,0,1,1,0,0,0,0,0,0.5331396700012379,1.2452890271548036,0.5043866699717546,0.14791319132619515,0.620829796183232,1.0291031267247264,3,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,1,0.5883271352893868,1,0,0,1,0,0,1,0,1,0.6626821029237485,0.7542509879942559,0.6781125229353058,-0.17552584280887357,0.7009326762863727,0.8700546971602888,2,2,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,1,1,-1.2453957889105598,0,0,0,0,0,1,0,0,0,-1.1940927689655694,-0.9919599141775901,-1.4101858011583255,5.82601527667657,-1.1118570830292647,-2.0318892413200738,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.488054443674343,-1.002749302758447,-1.482149965490972,-0.05099228284775876,-1.7136371469037963,-2.5306253924514595,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,1,-0.47496618620342734,-0.9893449707129833,-0.4729973162285702,-0.05099228284775876,-0.1758898133135194,-1.952613092642045,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
0,0,1,1,1.607062093178246,1,1,1,1,1,1,1,1,1,1.597712740556741,2.613475791329742,1.640019439952418,-0.3024826852275931,1.1896367442013525,1.3363171173978767,3,6,1,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0
0,0,1,1,-0.022913839443928746,1,1,1,0,0,0,1,0,0,0.8171365421775109,0.2636744094451096,0.8498611873229841,-0.2858888369119569,0.7918194020360722,0.6590879177887023,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,-1.2861451872261143,1,1,0,0,0,0,0,0,1,0.3139140142862202,-0.9789071711693845,0.31281827131182466,-0.05099228284775876,0.476175094792589,-1.7075133100402766,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,1,0,1.5663126948626918,0,0,1,1,1,1,0,0,1,-0.5779358123726024,0.47286988661365936,-0.5764057544051239,-0.040494282156314995,-0.282552834277585,0.7575427147157612,3,4,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0
1,0,1,1,-0.715653610808353,1,0,1,0,0,0,0,0,0,0.335504419773305,-0.5055364811310548,0.3895800465999809,-0.47953385036096713,0.49097213495960235,0.06016999949103708,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,0,0.5883271352893868,1,1,0,0,0,0,1,1,1,1.0031461894508595,0.9937490453114852,1.0617454048436044,-0.4335097543906421,0.8952754970856943,0.9525001063244577,2,2,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,0.058584957187179994,1,1,0,1,0,0,1,1,1,1.086186210555033,0.4870213453632965,1.1679218710291563,-0.5605369133586938,0.9395309473527905,0.7636926283493003,2,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,1,1,0.7105753302360499,1,1,0,1,1,0,1,1,1,1.2904646624712994,1.1936713616223533,1.170035544659048,0.6344805710052532,1.0437989336667552,1.014104598737862,3,4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0,-0.9194006023861249,1,0,0,0,0,0,0,0,0,-1.494697645362677,-0.924300998820241,-1.4930686662862702,0.0778960210056893,-1.7299878175304533,-1.0764046369042155,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
0,1,0,0,-1.0008993990172337,1,0,0,0,1,0,1,1,1,0.9001765632816843,-0.690823903766056,0.8684726091331514,0.1338773087822328,0.8387733852062039,-0.23509882792763387,0,3,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
1,0,1,1,-0.38965842428391806,1,0,0,0,0,0,0,0,0,-1.5063232483172613,-0.8196153629766515,-1.521998188419794,0.627621191339227,-1.7589798081456935,-0.567304785857283,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,-1.041648797332788,1,0,0,0,1,0,0,0,1,0.3288612180849715,-0.7960369231655324,0.16818093610138224,1.3043797511787238,0.4864327038245932,-0.49236825214104346,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1,0,1,0,-0.38965842428391806,1,1,0,1,1,0,0,0,0,0.6394308970145799,-0.1466739456647117,0.6807310155012176,-0.35478653828423606,0.686826429625969,0.4074479469406044,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,1.607062093178246,1,1,1,1,1,1,1,1,0,0.8619781535737647,1.9120336876850696,0.9065685811840858,-0.3591183840781884,0.8173331712174922,1.1969020138185062,3,6,1,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0
0,0,0,0,-0.1044126360750375,1,0,0,0,0,1,1,0,0,0.6693253046120825,0.11165609946065297,0.6683929315546645,-0.06178304701210485,0.7049419351180979,0.5768199566633314,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,-0.06366323775948311,0,0,1,1,1,0,0,1,1,-0.48493098873592827,-0.3171946287348741,-0.46403181410926403,-0.27166910260577476,-0.1859285390415434,0.2651548290172325,2,4,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0,-1.2046463905950056,1,1,0,1,1,0,1,1,0,1.426650297082144,-0.8738040233440512,1.3081846821963257,0.5929038765191887,1.1099663497513195,-0.7817202363923947,0,4,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
0,1,0,0,-0.3489090259683637,1,0,0,0,0,0,0,0,1,-1.4847328428301763,-0.8094852038406535,-1.5164087678600577,1.1161502791987536,-1.705519565637051,-0.534042981569629,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,1.1995681100227022,1,0,1,1,0,0,1,1,1,0.3089316130199696,1.0531016696636128,0.3566585093535521,-0.43446467138800554,0.4727422919963679,0.9714077855348875,3,4,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,0,1,1,0.1808331521338431,0,0,1,1,1,0,0,0,0,-0.8237342748409557,-0.3748991794748543,-0.8549282834416602,0.47387184378290265,-0.5674945976071061,0.20894246040474432,2,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1.1995681100227022,1,0,0,0,0,0,0,0,1,-1.5212704521160125,-0.5177981488054297,-1.550858798696966,1.1192835516590425,-1.7969858633468567,0.04428117999935174,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0
1,0,0,0,-0.8786512040705705,1,0,1,0,0,0,0,0,1,0.2823588062666342,-0.6636636506378703,0.23100321301096838,0.365776097898525,0.45431773407713233,-0.1824735753324732,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,0,0,-0.9194006023861249,0,0,0,1,0,1,0,0,0,-0.9549375081855498,-0.847259051031067,-0.9130540452511915,-0.6567434525728121,-0.7413492550811346,-0.6678472193650778,0,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
0,0,0,0,0.1808331521338431,1,1,0,1,1,0,1,1,1,1.2256934460100444,0.5465058156043956,1.0198958076625395,1.1989642342432572,1.011415633365827,0.7889237221010381,2,4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,0,0,1.607062093178246,1,1,0,0,0,0,0,0,1,-1.3252960023101632,-0.224990403713946,-1.327973866298105,0.13941579039194055,-1.3549543371016524,0.34594269425304786,3,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0
1,0,0,0,-0.5526560175461356,1,1,1,0,1,0,0,0,1,0.6560389012354145,-0.2856175383261339,0.7262312806904171,-0.548279367428852,0.6969140772975023,0.29396981298781505,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,-1.5079840487393448,-1.0030129945363906,-1.5020021487551505,-0.05099228284775876,-1.7631615867653714,-2.5492407623213116,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0,1,0,-0.38965842428391806,1,1,0,0,0,1,1,1,1,0.2873412075328848,-0.2896608122546017,0.21269421658814236,0.5630050836482979,0.4577873621375682,0.2903509145271942,1,3,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,1,0,0.4253295420271693,1,1,1,0,1,1,1,1,1,1.4797959105888148,1.1112017580705082,1.566198942591677,-0.5387785775038447,1.135114608716911,0.9893973070620188,2,5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0,0,0.5475777369738324,1,1,0,1,1,0,1,0,1,0.9931813869183589,0.9321989894764948,1.0308415301330596,-0.30732339476668696,0.8898877274714873,0.9322920525523382,2,3,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,1,-0.9601500007016792,1,0,0,0,0,0,0,0,0,-1.4814112419860093,-0.9307174987502007,-1.4736944059525257,-0.10449603493834601,-1.697440005967581,-1.1256304835205273,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0,1,1,-0.3489090259683637,1,0,0,0,0,0,0,0,1,-1.5046624478951778,-0.7944987211275284,-1.4693976949914132,-0.8983290550262196,-1.7548081426643478,-0.4877678518075805,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
0,1,0,0,-1.0008993990172337,1,1,0,0,0,1,1,1,1,1.167565431237123,-0.6123316511981926,1.6071392614211222,-2.378661372216063,0.9818268661192021,-0.09335740274797935,0,3,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0
0,0,1,1,-0.9194006023861249,1,1,0,0,0,0,0,1,0,0.6958981113654179,-0.6342839917119931,0.6903406230522837,-0.030342302219086716,0.7208864307152112,-0.1299803377792484,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1,0,1,1,1.5663126948626918,1,0,1,0,1,1,0,1,1,0.19433638389621016,1.1741142214248734,0.16716569198743567,0.17459175273152044,0.3918414210541219,1.0083300130845612,3,4,1,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0
0,0,1,1,-1.1231475939638966,0,0,0,1,0,0,0,0,1,-1.1459295567251486,-0.9381448171622774,-1.044078454794769,-1.7829970576108016,-1.0305674655226988,-1.1877090260584178,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
1,1,1,0,0.34383074539606057,1,1,1,0,1,0,0,0,1,0.6228228927937453,0.4270534401959676,0.4912458208935256,0.913084349390808,0.6766794425092754,0.7372220406586725,2,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,1,1,1.0365705167604848,1,1,1,1,1,1,0,0,0,0.2192483902274622,0.8475099801269581,0.26270291787050065,-0.4116734042247339,0.40975417636825856,0.9034156390765353,3,4,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0
0,0,0,0,-1.2046463905950056,1,0,0,0,1,0,1,1,1,0.16444197629870802,-0.9147421718697873,0.28083419827509276,-0.9982404756778364,0.3700976520270371,-1.0093736086274179,0,3,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
1,0,1,1,1.4033151016004741,1,0,0,0,0,0,0,0,1,-1.5146272504276788,-0.4472386238907015,-1.5163233754880157,0.18831722634719442,-1.7799908210893178,0.1308040575192884,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0
0,0,0,0,-0.7971524074394618,0,0,1,0,0,0,0,0,1,-1.1343039537705644,-0.8384253764699582,-1.1474625168705286,0.2964209791727667,-1.011506687762291,-0.633992871424602,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,1,-1.2861451872261143,1,0,0,0,0,0,0,0,1,-1.488054443674343,-1.002749302758447,-1.482149965490972,-0.05099228284775876,-1.7136371469037963,-2.5306253924514595,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1,0,1,1,1.5663126948626918,1,0,1,1,1,1,1,0,0,1.1692262316592064,2.1566297860425414,1.2089859010343196,-0.31005286379833114,0.9826793409751057,1.2489894772373225,3,5,1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0
1,0,0,0,-1.0008993990172337,1,0,0,0,0,0,0,1,1,-0.34044135201466647,-0.819109953735593,-0.33878828561969754,-0.05324089391039518,-0.04579224810553097,-0.5656042330288523,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,0,0,0,-0.1859114327061462,1,0,0,1,0,1,1,0,1,0.8719429561062655,0.0799032145332838,0.7843667077148241,0.514949301688882,0.8229520127843175,0.5582346223497243,2,3,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,1,0,1.5663126948626918,1,1,0,0,0,0,0,0,0,-1.36681601286225,-0.2767618894501964,-1.3712853082480607,0.19936758336525282,-1.4396122888060852,0.3018261202647592,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
1,0,0,0,1.4033151016004741,1,1,1,1,1,1,1,1,1,1.7720967848755051,2.4181900554477145,1.703458770613475,0.265303561597203,1.2672352625252619,1.3004164811614143,3,6,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0,1,1,1.2403175083382567,1,1,1,1,1,1,1,1,1,0.8104933404891773,1.4484635420603087,0.7893231886554505,0.07060121022656557,0.7880072837203573,1.0849832568311848,3,6,1,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0
1,0,0,0,-1.1231475939638966,1,0,0,0,0,0,1,0,1,0.5181924662024865,-0.8289983954084762,0.5993514497581328,-0.645953233570681,0.6113431572272137,-0.5997140002387937,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,0,0,0.1808331521338431,1,1,1,1,1,1,1,0,1,0.461725251851649,0.29670180463253915,0.5116083767004217,-0.43249338283727756,0.5750263877255998,0.6756603702135184,2,5,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1,0,0.832823525182713,1,1,0,1,1,1,1,1,1,1.5545319295825708,1.5416785855633537,1.476418409239564,0.3411613257859219,1.1698703076723347,1.10909312132927,3,5,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,1,-0.8379018057550162,1,0,0,0,0,0,0,0,1,-0.6792446381196942,-0.8004098118164297,-0.825373569167737,2.162500022742556,-0.3943539867375718,-0.5056276957139898,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
0,0,0,0,1.5255632965471373,1,0,0,0,0,0,0,0,0,-1.5046624478951778,-0.4220560590970925,-1.516418615173185,0.49969952258702666,-1.7548081426643478,0.15908634699489899,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1,0,0,0,-1.2046463905950056,1,1,0,0,0,0,0,0,1,0.3122532138641368,-0.9107428465709766,0.3811980136662168,-0.5959520635074718,0.4750315860759939,-0.9832623073292038,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
1,0,1,0,-0.7564030091239073,1,1,0,1,1,0,0,0,1,0.5862852835079091,-0.4908356645107018,0.6500690512878075,-0.5148169869837318,0.6541437167698545,0.07872008664558805,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1.158818711707148,0,0,1,1,1,1,0,0,0,-0.7074782452951129,0.17346984707358687,-0.687872791641255,-0.27637194014482797,-0.4268476990128076,0.6115402273369489,3,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0,-1.163896992279451,1,0,0,0,0,0,1,1,1,0.7789381324695913,-0.8487313301245851,0.9154147508099062,-0.946571329408803,0.7697837759608079,-0.673665538290381,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,1,1,0,0.8503525506191802,-0.9718094674797372,0.8471728708392929,-0.05099228284775876,0.8107546397625236,-1.5817507169062428,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,1,0,0,-0.9194006023861249,0,0,0,0,0,1,0,0,1,-1.1741631639005676,-0.8835606191279624,-1.186352434854714,0.293792946221374,-1.0777541699485291,-0.8291690005469379,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0
1,0,0,1,-0.38965842428391806,1,0,0,1,0,1,0,0,1,-0.32217254737174844,-0.4472386238907015,-0.3031029072793336,-0.23967862663609119,-0.028857876319150603,0.1308040575192884,1,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,0,1,-0.2266608310217006,1,0,0,0,0,0,0,0,0,-1.4747680402976753,-0.7559118242884556,-1.437482553146571,-0.9194413521640526,-1.6813935382930945,-0.38190436771701664,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
0,1,1,0,1.607062093178246,1,1,1,1,1,1,0,1,0,0.44677804805289767,1.4856440827503494,0.4607216320427462,-0.16834856943206222,0.5652837540313426,1.094707663864107,3,5,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0
1,0,1,1,1.3625657032849199,0,0,0,0,0,1,1,1,0,-0.47994858746967795,0.46704669318407266,-0.46379813534731573,-0.21640141718460926,-0.18090187350544654,0.7549950445101763,3,3,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0
1,0,1,1,0.09933435550273437,1,1,0,1,1,1,1,1,1,1.4930823139654827,0.6506860422069266,1.4251550064449447,0.2919778863770179,1.1413448018039263,0.8308773141469643,2,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,-0.6543326317884421,-0.9917181967144751,-0.651666965606176,-0.05099228284775876,-0.36618271006046615,-2.0241408608803377,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
1,1,0,0,-0.8379018057550162,1,1,0,0,0,0,0,0,1,0.2757156045783002,-0.6477102980722855,0.1326321357126497,1.175430279006367,0.4496806806508411,-0.1534434614286187,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0
1,0,0,0,-0.26741022933725495,0,0,1,1,0,0,0,1,1,-0.6759230372755272,-0.5033390496481919,-0.6787092024243677,0.02310339361320551,-0.3905711281254553,0.06297676915241793,2,3,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,-0.5934054158616899,0,0,0,0,1,1,0,0,1,-0.9898143170493026,-0.7447268980406833,-1.0341891264650207,0.8021480826545095,-0.7906713891479081,-0.3541932335361134,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,-1.2046463905950056,0,0,0,1,0,0,0,0,0,-1.1691807626343174,-0.9701394195527613,-1.109370079752511,-1.0944288040211603,-1.0693327561392048,-1.5553953752396938,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,0,0,0,1.4033151016004741,1,0,0,0,0,0,0,0,0,-1.476428840719759,-0.42122103513360454,-1.4870883195367874,0.4395300685261917,-1.685391182807249,0.16000334637306118,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0,0,1,1,-0.8379018057550162,1,0,0,0,0,0,0,0,0,-1.4847328428301763,-0.9129622523686682,-1.5315046988838603,1.6250502874297403,-1.705519565637051,-0.9976226082636227,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,0
0,1,1,0,-0.022913839443928746,1,1,0,0,0,0,1,0,1,0.6958981113654179,0.1436067532214797,0.5673811629597787,0.8618396159219359,0.7208864307152112,0.5949983436977196,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,-0.9601500007016792,1,1,0,0,0,0,0,1,1,0.6660037037679153,-0.6835504055577797,0.5938737177093132,0.4490968595492057,0.7029384705075032,-0.22058184490297467,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
1,1,1,1,0.7920741268671586,1,1,0,1,1,0,1,1,1,0.5264964683129039,0.7812793952334699,0.44526160292845074,0.5509405679415016,0.6166199519074657,0.8799013077193142,3,4,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,-0.6341548141772443,1,0,0,0,0,0,0,0,0,-1.4930368449405937,-0.8631245063373373,-1.4928545741138135,0.1209971829210304,-1.7258855972004217,-0.7334779551537604,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,1,0,0,1.5255632965471373,0,0,0,0,0,0,1,1,1,-0.6559934322105255,0.4230541148971569,-0.607495857843379,-0.6360595693248495,-0.36804654907033746,0.7354176490637583,3,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,1,-0.7564030091239073,1,1,1,0,0,1,0,0,1,0.6975589117875013,-0.5000429024238975,0.6005567608848865,0.6251111978568201,0.7218780851465536,0.0671642730316082,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
